symbol,timestamp,open,high,low,close,volume
NSE:NIFTY24OCT24100CE,2024-10-25 09:15:00,404.55,405.45,373.65,373.65,6350
NSE:NIFTY24OCT24100CE,2024-10-25 09:16:00,376.6,381.7,372.9,378.45,5450
NSE:NIFTY24OCT24100CE,2024-10-25 09:17:00,377.9,393.95,372,389.1,3400
NSE:NIFTY24OCT24100CE,2024-10-25 09:18:00,388,402,384.4,397,7525
NSE:NIFTY24OCT24100CE,2024-10-25 09:19:00,396.1,396.1,385.6,386.35,6650
NSE:NIFTY24OCT24100CE,2024-10-25 09:20:00,380.05,385.65,375.45,380.1,3525
NSE:NIFTY24OCT24100CE,2024-10-25 09:21:00,380.1,384.1,379.2,380.85,925
NSE:NIFTY24OCT24100CE,2024-10-25 09:22:00,376.55,381.55,369,369.9,1550
NSE:NIFTY24OCT24100CE,2024-10-25 09:23:00,367.65,380,365,375.35,5875
NSE:NIFTY24OCT24100CE,2024-10-25 09:24:00,375.35,375.35,361.5,364.6,3225
NSE:NIFTY24OCT24100CE,2024-10-25 09:25:00,368,382.2,367.8,376.3,3625
NSE:NIFTY24OCT24100CE,2024-10-25 09:26:00,377.2,386,377.2,382.1,5250
NSE:NIFTY24OCT24100CE,2024-10-25 09:27:00,380.15,391.4,375,384.25,6600
NSE:NIFTY24OCT24100CE,2024-10-25 09:28:00,382.15,386.3,378.4,385.55,5625
NSE:NIFTY24OCT24100CE,2024-10-25 09:29:00,386,392.6,384.8,391.45,2725
NSE:NIFTY24OCT24100CE,2024-10-25 09:30:00,389.75,391,378.4,378.4,3650
NSE:NIFTY24OCT24100CE,2024-10-25 09:31:00,377.55,377.55,350.7,360.95,8200
NSE:NIFTY24OCT24100CE,2024-10-25 09:32:00,359.7,370.75,355,370.75,5300
NSE:NIFTY24OCT24100CE,2024-10-25 09:33:00,367.65,376.9,364.55,364.55,4550
NSE:NIFTY24OCT24100CE,2024-10-25 09:34:00,364.35,368.4,357.95,359.5,2125
NSE:NIFTY24OCT24100CE,2024-10-25 09:35:00,360.9,362.1,349,360.35,3025
NSE:NIFTY24OCT24100CE,2024-10-25 09:36:00,361.2,366.25,352.5,356.1,4350
NSE:NIFTY24OCT24100CE,2024-10-25 09:37:00,350.4,354.8,342.1,343.4,8950
NSE:NIFTY24OCT24100CE,2024-10-25 09:38:00,346.45,346.5,337.2,342.1,9875
NSE:NIFTY24OCT24100CE,2024-10-25 09:39:00,341.15,341.85,327.65,329.15,14375
NSE:NIFTY24OCT24100CE,2024-10-25 09:40:00,328.5,333.95,323,326.3,10125
NSE:NIFTY24OCT24100CE,2024-10-25 09:41:00,325.4,333.15,322.95,329.5,6350
NSE:NIFTY24OCT24100CE,2024-10-25 09:42:00,329.2,330.3,323.5,327.2,5350
NSE:NIFTY24OCT24100CE,2024-10-25 09:43:00,326.95,329.45,311,311,10025
NSE:NIFTY24OCT24100CE,2024-10-25 09:44:00,311.1,323.85,310.25,322.05,11125
NSE:NIFTY24OCT24100CE,2024-10-25 09:45:00,322.3,340.85,315.25,338.4,19100
NSE:NIFTY24OCT24100CE,2024-10-25 09:46:00,335.65,337.2,320,320.5,7575
NSE:NIFTY24OCT24100CE,2024-10-25 09:47:00,320.65,323.9,313,315.15,14150
NSE:NIFTY24OCT24100CE,2024-10-25 09:48:00,315.7,318.65,304.4,313.8,54475
NSE:NIFTY24OCT24100CE,2024-10-25 09:49:00,314.95,315.75,302.35,305.15,19325
NSE:NIFTY24OCT24100CE,2024-10-25 09:50:00,303.2,307.45,295.75,298.6,19100
NSE:NIFTY24OCT24100CE,2024-10-25 09:51:00,293.15,314.6,292.05,306.85,14875
NSE:NIFTY24OCT24100CE,2024-10-25 09:52:00,308.25,308.25,296.05,298.05,15275
NSE:NIFTY24OCT24100CE,2024-10-25 09:53:00,297.35,297.85,286.85,290.3,15675
NSE:NIFTY24OCT24100CE,2024-10-25 09:54:00,290.25,297.2,287.1,288.3,13325
NSE:NIFTY24OCT24100CE,2024-10-25 09:55:00,286.8,289.65,281.75,289.25,14225
NSE:NIFTY24OCT24100CE,2024-10-25 09:56:00,289.75,294.55,284.35,287.75,15075
NSE:NIFTY24OCT24100CE,2024-10-25 09:57:00,288,293.15,280,280.25,12450
NSE:NIFTY24OCT24100CE,2024-10-25 09:58:00,280,280,263,264,28250
NSE:NIFTY24OCT24100CE,2024-10-25 09:59:00,265.5,274.2,263.55,263.8,19625
NSE:NIFTY24OCT24100CE,2024-10-25 10:00:00,262.75,271.75,262,262,25525
NSE:NIFTY24OCT24100CE,2024-10-25 10:01:00,262.95,273.05,259.1,265.35,27300
NSE:NIFTY24OCT24100CE,2024-10-25 10:02:00,265.85,268.25,263.1,267.35,9750
NSE:NIFTY24OCT24100CE,2024-10-25 10:03:00,267.35,272.85,266.1,270.2,17675
NSE:NIFTY24OCT24100CE,2024-10-25 10:04:00,270.05,273.55,267.55,269.5,8225
NSE:NIFTY24OCT24100CE,2024-10-25 10:05:00,269.15,281.4,269.1,279.25,21450
NSE:NIFTY24OCT24100CE,2024-10-25 10:06:00,277.85,277.85,267.3,268,10275
NSE:NIFTY24OCT24100CE,2024-10-25 10:07:00,268.25,270,261.4,262.5,11975
NSE:NIFTY24OCT24100CE,2024-10-25 10:08:00,262.6,267.85,259,260.5,17075
NSE:NIFTY24OCT24100CE,2024-10-25 10:09:00,260.65,262.85,255,255,15575
NSE:NIFTY24OCT24100CE,2024-10-25 10:10:00,256,261.3,255,255.45,11675
NSE:NIFTY24OCT24100CE,2024-10-25 10:11:00,255.55,259.4,249.6,254.15,25925
NSE:NIFTY24OCT24100CE,2024-10-25 10:12:00,254.15,263.9,254.15,261.15,17950
NSE:NIFTY24OCT24100CE,2024-10-25 10:13:00,260.45,260.95,254.25,255,12900
NSE:NIFTY24OCT24100CE,2024-10-25 10:14:00,253.6,258.4,251.7,253.5,15800
NSE:NIFTY24OCT24100CE,2024-10-25 10:15:00,253.9,255.45,247.8,249.2,30200
NSE:NIFTY24OCT24100CE,2024-10-25 10:16:00,249.15,257.4,249.15,255.95,20000
NSE:NIFTY24OCT24100CE,2024-10-25 10:17:00,254.75,258,253.55,254.4,17400
NSE:NIFTY24OCT24100CE,2024-10-25 10:18:00,255.2,259,251.3,256.4,13025
NSE:NIFTY24OCT24100CE,2024-10-25 10:19:00,257.2,260.35,250,251.65,16200
NSE:NIFTY24OCT24100CE,2024-10-25 10:20:00,251.2,262.35,250.9,255.3,14400
NSE:NIFTY24OCT24100CE,2024-10-25 10:21:00,255.3,265.9,254.65,261.2,16600
NSE:NIFTY24OCT24100CE,2024-10-25 10:22:00,260.75,265,257.6,260.45,11100
NSE:NIFTY24OCT24100CE,2024-10-25 10:23:00,260.6,267,260,263.1,15425
NSE:NIFTY24OCT24100CE,2024-10-25 10:24:00,263.1,264.2,252.4,252.8,11900
NSE:NIFTY24OCT24100CE,2024-10-25 10:25:00,252.25,257.9,245.05,247.1,15325
NSE:NIFTY24OCT24100CE,2024-10-25 10:26:00,248.55,249.7,240,242.3,29750
NSE:NIFTY24OCT24100CE,2024-10-25 10:27:00,241.8,244,236.45,238.45,20400
NSE:NIFTY24OCT24100CE,2024-10-25 10:28:00,237.7,237.7,231.55,232.85,19725
NSE:NIFTY24OCT24100CE,2024-10-25 10:29:00,232.5,233.95,228.6,229.05,23050
NSE:NIFTY24OCT24100CE,2024-10-25 10:30:00,228.05,232.7,225.75,230.55,74025
NSE:NIFTY24OCT24100CE,2024-10-25 10:31:00,231.1,237.55,230.5,235.75,44275
NSE:NIFTY24OCT24100CE,2024-10-25 10:32:00,234.9,239.2,233,239.1,32125
NSE:NIFTY24OCT24100CE,2024-10-25 10:33:00,239,243.5,235.95,240.85,34900
NSE:NIFTY24OCT24100CE,2024-10-25 10:34:00,240.4,240.4,232.9,234.2,18200
NSE:NIFTY24OCT24100CE,2024-10-25 10:35:00,235.05,238.45,235,237.7,12375
NSE:NIFTY24OCT24100CE,2024-10-25 10:36:00,238,242.85,234.35,235.95,35075
NSE:NIFTY24OCT24100CE,2024-10-25 10:37:00,236.15,237.55,230.5,231.6,20150
NSE:NIFTY24OCT24100CE,2024-10-25 10:38:00,231,232.75,228.55,229,18975
NSE:NIFTY24OCT24100CE,2024-10-25 10:39:00,229.55,233.55,228,228.6,14300
NSE:NIFTY24OCT24100CE,2024-10-25 10:40:00,228.3,230,227.95,228.25,15550
NSE:NIFTY24OCT24100CE,2024-10-25 10:41:00,228.2,228.2,216.8,218.85,60600
NSE:NIFTY24OCT24100CE,2024-10-25 10:42:00,216.8,221.8,216.8,219,77075
NSE:NIFTY24OCT24100CE,2024-10-25 10:43:00,219.25,221.45,219.15,221,63000
NSE:NIFTY24OCT24100CE,2024-10-25 10:44:00,220,222.55,218.6,219.3,21275
NSE:NIFTY24OCT24100CE,2024-10-25 10:45:00,219.7,221.5,215,220.7,121800
NSE:NIFTY24OCT24100CE,2024-10-25 10:46:00,220.55,226,218.3,223.9,32700
NSE:NIFTY24OCT24100CE,2024-10-25 10:47:00,223.95,224.35,218.55,220,34300
NSE:NIFTY24OCT24100CE,2024-10-25 10:48:00,219.5,220.2,211.5,212.75,83575
NSE:NIFTY24OCT24100CE,2024-10-25 10:49:00,211.85,214.95,207.45,212.85,120500
NSE:NIFTY24OCT24100CE,2024-10-25 10:50:00,212.25,217.2,211.75,215.75,54800
NSE:NIFTY24OCT24100CE,2024-10-25 10:51:00,215.85,215.85,206.4,209.3,62100
NSE:NIFTY24OCT24100CE,2024-10-25 10:52:00,208.2,211.2,207.4,209.3,51150
NSE:NIFTY24OCT24100CE,2024-10-25 10:53:00,208,214.7,207.4,211.7,44575
NSE:NIFTY24OCT24100CE,2024-10-25 10:54:00,212,212,195.05,200.75,173825
NSE:NIFTY24OCT24100CE,2024-10-25 10:55:00,200.35,201.85,196.1,201.5,151025
NSE:NIFTY24OCT24100CE,2024-10-25 10:56:00,201.4,205.65,197.2,205.05,135975
NSE:NIFTY24OCT24100CE,2024-10-25 10:57:00,205.5,209.6,202.95,205.45,148700
NSE:NIFTY24OCT24100CE,2024-10-25 10:58:00,206.45,212.75,199,209.45,167725
NSE:NIFTY24OCT24100CE,2024-10-25 10:59:00,210.95,217,207.9,214.75,229000
NSE:NIFTY24OCT24100CE,2024-10-25 11:00:00,214.25,217,212,217,88600
NSE:NIFTY24OCT24100CE,2024-10-25 11:01:00,217,218.95,213.85,213.85,159725
NSE:NIFTY24OCT24100CE,2024-10-25 11:02:00,214.8,215.45,209.05,214.4,91575
NSE:NIFTY24OCT24100CE,2024-10-25 11:03:00,213.7,227.25,212.3,218.6,179625
NSE:NIFTY24OCT24100CE,2024-10-25 11:04:00,218.45,219.25,214.45,216.55,103500
NSE:NIFTY24OCT24100CE,2024-10-25 11:05:00,215,219.1,211,218,77300
NSE:NIFTY24OCT24100CE,2024-10-25 11:06:00,219,219,211.2,212.5,59050
NSE:NIFTY24OCT24100CE,2024-10-25 11:07:00,211.5,212.25,204,206.5,105950
NSE:NIFTY24OCT24100CE,2024-10-25 11:08:00,208.05,210.55,204.1,207.75,92675
NSE:NIFTY24OCT24100CE,2024-10-25 11:09:00,207.65,207.65,202.55,205.35,192950
NSE:NIFTY24OCT24100CE,2024-10-25 11:10:00,204.25,207.7,199.4,200.55,63700
NSE:NIFTY24OCT24100CE,2024-10-25 11:11:00,201.4,203.45,197.65,202.55,79075
NSE:NIFTY24OCT24100CE,2024-10-25 11:12:00,201.8,208,201.8,207.65,66800
NSE:NIFTY24OCT24100CE,2024-10-25 11:13:00,207.2,215.55,207,209.7,92475
NSE:NIFTY24OCT24100CE,2024-10-25 11:14:00,208.95,214.35,208.6,214.35,83500
NSE:NIFTY24OCT24100CE,2024-10-25 11:15:00,215.4,218.25,212.6,212.6,99025
NSE:NIFTY24OCT24100CE,2024-10-25 11:16:00,212.65,214.7,207.35,209.6,100150
NSE:NIFTY24OCT24100CE,2024-10-25 11:17:00,209.05,210.85,206.55,209.75,33275
NSE:NIFTY24OCT24100CE,2024-10-25 11:18:00,209.45,220.9,209.45,220.9,68850
NSE:NIFTY24OCT24100CE,2024-10-25 11:19:00,222.75,229.2,218.95,227.65,162175
NSE:NIFTY24OCT24100CE,2024-10-25 11:20:00,228.9,234.45,222.05,229.1,149375
NSE:NIFTY24OCT24100CE,2024-10-25 11:21:00,228.65,236.85,228.15,228.2,173500
NSE:NIFTY24OCT24100CE,2024-10-25 11:22:00,228.85,230.85,223.85,226.4,71475
NSE:NIFTY24OCT24100CE,2024-10-25 11:23:00,225.9,226.75,218.85,220.2,44775
NSE:NIFTY24OCT24100CE,2024-10-25 11:24:00,221.7,224.2,220.05,222.85,34700
NSE:NIFTY24OCT24100CE,2024-10-25 11:25:00,222.9,224.4,216.4,218.2,52175
NSE:NIFTY24OCT24100CE,2024-10-25 11:26:00,217,217.25,208.1,209.25,71175
NSE:NIFTY24OCT24100CE,2024-10-25 11:27:00,209.4,209.4,203.55,206.1,94000
NSE:NIFTY24OCT24100CE,2024-10-25 11:28:00,206.9,210.6,206.35,207.35,47750
NSE:NIFTY24OCT24100CE,2024-10-25 11:29:00,206,207,200.2,202.25,80200
NSE:NIFTY24OCT24100CE,2024-10-25 11:30:00,202.3,204.25,194.55,195.7,114550
NSE:NIFTY24OCT24100CE,2024-10-25 11:31:00,196.7,197,191.4,194.65,105850
NSE:NIFTY24OCT24100CE,2024-10-25 11:32:00,194.4,196.2,191.3,195.8,86125
NSE:NIFTY24OCT24100CE,2024-10-25 11:33:00,195.5,197.2,191.2,195.9,68100
NSE:NIFTY24OCT24100CE,2024-10-25 11:34:00,193.7,198.6,193,194.55,69650
NSE:NIFTY24OCT24100CE,2024-10-25 11:35:00,195,199.8,192.9,199.8,84700
NSE:NIFTY24OCT24100CE,2024-10-25 11:36:00,199.45,200.35,196.7,197.7,71400
NSE:NIFTY24OCT24100CE,2024-10-25 11:37:00,197.8,197.8,191.45,195.85,93525
NSE:NIFTY24OCT24100CE,2024-10-25 11:38:00,195.95,199.65,195.15,199.4,62975
NSE:NIFTY24OCT24100CE,2024-10-25 11:39:00,198.3,205.55,197.95,205.55,138725
NSE:NIFTY24OCT24100CE,2024-10-25 11:40:00,203.7,205.75,201.4,203.85,110100
NSE:NIFTY24OCT24100CE,2024-10-25 11:41:00,202.4,204,197.3,201.1,56100
NSE:NIFTY24OCT24100CE,2024-10-25 11:42:00,201,207.45,200.2,206.75,80275
NSE:NIFTY24OCT24100CE,2024-10-25 11:43:00,207.7,209.9,206,207.7,79325
NSE:NIFTY24OCT24100CE,2024-10-25 11:44:00,206.05,207.85,203.9,205.9,77100
NSE:NIFTY24OCT24100CE,2024-10-25 11:45:00,204.85,206.75,201.6,204.05,78025
NSE:NIFTY24OCT24100CE,2024-10-25 11:46:00,204.35,211.6,203.85,203.85,102875
NSE:NIFTY24OCT24100CE,2024-10-25 11:47:00,202.6,202.7,197.45,199.75,108675
NSE:NIFTY24OCT24100CE,2024-10-25 11:48:00,199.8,200.6,195.3,196.3,50775
NSE:NIFTY24OCT24100CE,2024-10-25 11:49:00,196.1,199.75,195.3,198.3,55900
NSE:NIFTY24OCT24100CE,2024-10-25 11:50:00,199.5,199.7,193.05,193.15,66975
NSE:NIFTY24OCT24100CE,2024-10-25 11:51:00,193.55,194.55,189,194.55,98350
NSE:NIFTY24OCT24100CE,2024-10-25 11:52:00,194.4,196,191.1,194,60725
NSE:NIFTY24OCT24100CE,2024-10-25 11:53:00,193,195.45,191.35,192.25,60975
NSE:NIFTY24OCT24100CE,2024-10-25 11:54:00,191.6,194.2,187,193.75,102075
NSE:NIFTY24OCT24100CE,2024-10-25 11:55:00,193,197.7,193,196.7,87525
NSE:NIFTY24OCT24100CE,2024-10-25 11:56:00,196.45,196.45,191.7,193.85,64450
NSE:NIFTY24OCT24100CE,2024-10-25 11:57:00,193.3,202.95,192.7,201.95,127650
NSE:NIFTY24OCT24100CE,2024-10-25 11:58:00,202.8,209,202.7,206.2,157650
NSE:NIFTY24OCT24100CE,2024-10-25 11:59:00,205.3,207.35,201.6,202.3,68525
NSE:NIFTY24OCT24100CE,2024-10-25 12:00:00,203.05,207,200.7,201,58450
NSE:NIFTY24OCT24100CE,2024-10-25 12:01:00,201.2,201.2,195.25,195.75,64050
NSE:NIFTY24OCT24100CE,2024-10-25 12:02:00,196.95,207.15,196,206.4,90075
NSE:NIFTY24OCT24100CE,2024-10-25 12:03:00,206.15,207.25,204.9,205,80175
NSE:NIFTY24OCT24100CE,2024-10-25 12:04:00,205.35,207,200.2,204.1,54625
NSE:NIFTY24OCT24100CE,2024-10-25 12:05:00,205,208.6,201.2,205.9,76725
NSE:NIFTY24OCT24100CE,2024-10-25 12:06:00,205.9,207.9,205.5,206.5,57675
NSE:NIFTY24OCT24100CE,2024-10-25 12:07:00,206.9,209.2,203.8,206.85,67100
NSE:NIFTY24OCT24100CE,2024-10-25 12:08:00,207.05,207.05,199,200.55,72900
NSE:NIFTY24OCT24100CE,2024-10-25 12:09:00,199.9,202.7,197.1,200.5,49850
NSE:NIFTY24OCT24100CE,2024-10-25 12:10:00,200.1,200.55,194.4,194.4,57100
NSE:NIFTY24OCT24100CE,2024-10-25 12:11:00,195.1,199.05,194,196.55,56325
NSE:NIFTY24OCT24100CE,2024-10-25 12:12:00,196.65,200.45,192.55,192.55,83325
NSE:NIFTY24OCT24100CE,2024-10-25 12:13:00,192.2,193.9,187.75,188.4,125650
NSE:NIFTY24OCT24100CE,2024-10-25 12:14:00,189,194.65,188.25,190.8,85775
NSE:NIFTY24OCT24100CE,2024-10-25 12:15:00,190.65,190.65,180.95,182.55,187025
NSE:NIFTY24OCT24100CE,2024-10-25 12:16:00,182.9,184.3,179.15,180.9,156125
NSE:NIFTY24OCT24100CE,2024-10-25 12:17:00,181.8,187.05,180.75,186.25,102500
NSE:NIFTY24OCT24100CE,2024-10-25 12:18:00,185.55,187.6,185.3,186.4,65050
NSE:NIFTY24OCT24100CE,2024-10-25 12:19:00,185.8,189,184,185.6,70975
NSE:NIFTY24OCT24100CE,2024-10-25 12:20:00,185.55,189.05,184.7,188.85,65275
NSE:NIFTY24OCT24100CE,2024-10-25 12:21:00,189.15,194,189.1,192.3,94200
NSE:NIFTY24OCT24100CE,2024-10-25 12:22:00,192.65,193,185.5,186.65,99250
NSE:NIFTY24OCT24100CE,2024-10-25 12:23:00,186.45,187.15,183.5,185.45,58250
NSE:NIFTY24OCT24100CE,2024-10-25 12:24:00,185.4,185.55,171.65,172,259075
NSE:NIFTY24OCT24100CE,2024-10-25 12:25:00,171.7,174.25,170.25,171.8,203775
NSE:NIFTY24OCT24100CE,2024-10-25 12:26:00,172.1,172.9,168.85,171,271125
NSE:NIFTY24OCT24100CE,2024-10-25 12:27:00,173,174.65,171.3,173.75,213250
NSE:NIFTY24OCT24100CE,2024-10-25 12:28:00,174.7,176.3,173,173.5,178650
NSE:NIFTY24OCT24100CE,2024-10-25 12:29:00,173.55,182.25,173.35,180.65,227175
NSE:NIFTY24OCT24100CE,2024-10-25 12:30:00,181.05,182.75,177.4,181.85,210725
NSE:NIFTY24OCT24100CE,2024-10-25 12:31:00,182.5,184.5,180.05,181.05,106725
NSE:NIFTY24OCT24100CE,2024-10-25 12:32:00,181.6,183.75,177.85,182.75,87500
NSE:NIFTY24OCT24100CE,2024-10-25 12:33:00,183.55,189.45,182.6,188.15,174100
NSE:NIFTY24OCT24100CE,2024-10-25 12:34:00,188.5,189.45,186.9,188.9,108875
NSE:NIFTY24OCT24100CE,2024-10-25 12:35:00,188.9,188.9,182.25,183.45,109050
NSE:NIFTY24OCT24100CE,2024-10-25 12:36:00,183.55,194.25,183.55,188.7,155675
NSE:NIFTY24OCT24100CE,2024-10-25 12:37:00,188.5,189.8,186.3,186.75,86425
NSE:NIFTY24OCT24100CE,2024-10-25 12:38:00,187.2,187.5,182.1,182.65,87875
NSE:NIFTY24OCT24100CE,2024-10-25 12:39:00,183,184.55,181.9,182.25,77925
NSE:NIFTY24OCT24100CE,2024-10-25 12:40:00,182.7,184.6,180.15,181.1,85825
NSE:NIFTY24OCT24100CE,2024-10-25 12:41:00,181.5,181.5,178,178,109125
NSE:NIFTY24OCT24100CE,2024-10-25 12:42:00,177.85,191.7,177.85,189.65,147225
NSE:NIFTY24OCT24100CE,2024-10-25 12:43:00,189.4,191.7,181.6,181.6,152175
NSE:NIFTY24OCT24100CE,2024-10-25 12:44:00,182.15,182.6,178,179.4,114475
NSE:NIFTY24OCT24100CE,2024-10-25 12:45:00,179.65,185.4,179.05,182.25,69375
NSE:NIFTY24OCT24100CE,2024-10-25 12:46:00,182,185.4,182,182.3,50000
NSE:NIFTY24OCT24100CE,2024-10-25 12:47:00,182.4,188.05,181.2,182,75850
NSE:NIFTY24OCT24100CE,2024-10-25 12:48:00,182.85,190,181.95,187.5,100525
NSE:NIFTY24OCT24100CE,2024-10-25 12:49:00,187,187.5,178.8,181.3,123050
NSE:NIFTY24OCT24100CE,2024-10-25 12:50:00,181.15,181.65,178.8,180.7,56650
NSE:NIFTY24OCT24100CE,2024-10-25 12:51:00,180.15,185,179.2,182.7,123250
NSE:NIFTY24OCT24100CE,2024-10-25 12:52:00,182.2,183.55,174.15,175.45,124175
NSE:NIFTY24OCT24100CE,2024-10-25 12:53:00,176.7,179.75,176.6,176.6,68475
NSE:NIFTY24OCT24100CE,2024-10-25 12:54:00,176.85,178.25,173.75,177.85,75375
NSE:NIFTY24OCT24100CE,2024-10-25 12:55:00,177.55,181.75,176.75,181.05,83150
NSE:NIFTY24OCT24100CE,2024-10-25 12:56:00,181.2,183,179.1,181.75,89925
NSE:NIFTY24OCT24100CE,2024-10-25 12:57:00,181.45,187.35,181.2,187.3,146225
NSE:NIFTY24OCT24100CE,2024-10-25 12:58:00,188.4,189.35,185.35,185.85,139675
NSE:NIFTY24OCT24100CE,2024-10-25 12:59:00,186.35,188.6,183.35,187.75,87275
NSE:NIFTY24OCT24100CE,2024-10-25 13:00:00,188.75,190,182.05,182.9,127100
